idx chrg_Mg chrg_O p_MgMg_a p_MgMg_c p_MgMg_rho p_OO_a p_OO_c p_OO_rho p_MgO_a p_MgO_c p_MgO_rho 
46 1.6728549603035416 -1.6728549603035416 0.0 0.0 0.5 19252.385158595036 133.81139642229792 0.23628055021692584 1515.9463238205183 0.0 0.28858908377727177 
47 1.319803224472276 -1.319803224472276 0.0 0.0 0.5 50033.76303543553 145.5296508097919 0.21924519977486237 1437.300815105175 0.0 0.290616408635306 
48 1.6705980133495486 -1.6705980133495486 0.0 0.0 0.5 40901.838723859924 131.46627212300308 0.22808476182272944 1457.1287291330339 0.0 0.2882818203974716 
49 0.9416954254239428 -0.9416954254239428 0.0 0.0 0.5 25021.257821332787 151.30158540701999 0.2382325550423379 1468.0116136226459 0.0 0.2894103593277653 
50 2.177575405069232 -2.177575405069232 0.0 0.0 0.5 27861.982307181832 118.02994770530067 0.23472278279175215 1584.3004834566464 0.0 0.28285274234607694 
51 1.9480011730888602 -1.9480011730888602 0.0 0.0 0.5 52624.716964549094 129.6978029655417 0.21195846458845694 1439.1743712102407 0.0 0.2901088747731862 
52 1.4082183092103615 -1.4082183092103615 0.0 0.0 0.5 27660.095603576676 125.79689596844443 0.2299340121115008 1506.0034313873114 0.0 0.28768223076551286 
53 1.7023703040718137 -1.7023703040718137 0.0 0.0 0.5 26399.47680980295 146.69577516462 0.23740412471607525 1427.1623357735257 0.0 0.29017058796579764 
54 2.1090864506710547 -2.1090864506710547 0.0 0.0 0.5 32934.97259322638 105.11978461800935 0.22049356350345165 1536.922163512783 0.0 0.28755113208626804 
55 1.2827032609882851 -1.2827032609882851 0.0 0.0 0.5 50477.83701860177 132.8215521361955 0.22415994232996284 1403.2252663234506 0.0 0.29048615937886035 
56 1.895174978919973 -1.895174978919973 0.0 0.0 0.5 43145.19967913247 135.63573381729717 0.22485638359341767 1455.2254482865683 0.0 0.2889299860577314 
57 0.9451964326899391 -0.9451964326899391 0.0 0.0 0.5 33387.76603402526 154.21582954315204 0.23057906183822974 1387.6891536411326 0.0 0.29300681708310616 
58 1.4338580675896966 -1.4338580675896966 0.0 0.0 0.5 26711.665636983704 129.5506699626407 0.23188204465195764 1548.1804343657238 0.0 0.2866480915795067 
59 1.549764891059502 -1.549764891059502 0.0 0.0 0.5 37599.73815932049 147.0871814340922 0.22584163813620928 1351.7778927596303 0.0 0.2938448608232934 
60 1.667310287722052 -1.667310287722052 0.0 0.0 0.5 38931.66132763153 140.20568463570822 0.22689026938651002 1507.7542825284402 0.0 0.2879243649036404 
61 1.162344500077062 -1.162344500077062 0.0 0.0 0.5 37215.587109062246 159.1641174902539 0.2286293618777503 1436.9520671882365 0.0 0.2903280314972589 
62 1.4835587028211337 -1.4835587028211337 0.0 0.0 0.5 27728.765385917293 141.020648690557 0.23278703904444792 1479.483334329727 0.0 0.28906338888362704 
63 1.2000125640256833 -1.2000125640256833 0.0 0.0 0.5 23474.204152915063 151.82068429954768 0.24264842157879135 1516.1667316137582 0.0 0.2869979773133269 
64 1.9932437314062783 -1.9932437314062783 0.0 0.0 0.5 39425.54567831067 114.49209030511695 0.21839629977403716 1522.9811597947662 0.0 0.28766984508917454 
65 2.1714234312318865 -2.1714234312318865 0.0 0.0 0.5 29320.02246377901 135.17575503126312 0.23010102000185897 1363.5185133970604 0.0 0.293475117842068 
66 1.6732063229249663 -1.6732063229249663 0.0 0.0 0.5 35605.38380876428 149.54982784994795 0.23375263190074946 1395.0706410839325 0.0 0.29063464001494543 
67 2.45513747715764 -2.45513747715764 0.0 0.0 0.5 58661.28899334485 132.38783042366498 0.21322066892622443 1292.3263267449163 0.0 0.2952386801849743 
68 1.7547882723289339 -1.7547882723289339 0.0 0.0 0.5 13950.019189543296 121.30947908111327 0.2401580158922199 1609.7506176971242 0.0 0.28423537662755904 
69 0.4190760944233983 -0.4190760944233983 0.0 0.0 0.5 16605.132927232316 153.09215477013035 0.24640598722630264 1531.4779611623915 0.0 0.2871604769929981 
70 1.8964814193132309 -1.8964814193132309 0.0 0.0 0.5 14094.48759239211 111.97179279567919 0.23520942833981875 1487.7237650018048 0.0 0.28845066191427593 
71 1.3526335855551932 -1.3526335855551932 0.0 0.0 0.5 44368.74293950823 136.85072779242 0.22222335698073567 1424.686131319151 0.0 0.2906442976935116 
72 1.8760134053785351 -1.8760134053785351 0.0 0.0 0.5 43412.20197422665 126.61621408995846 0.21658349949815356 1435.8823318656218 0.0 0.2912641720085336 
73 1.8011605681694172 -1.8011605681694172 0.0 0.0 0.5 49604.30851068682 122.9386554616402 0.21758563875265688 1427.279737275758 0.0 0.2897305375394839 
74 0.597045535680735 -0.597045535680735 0.0 0.0 0.5 35707.471465163166 153.87176332163727 0.22869169745291962 1446.7416015781623 0.0 0.29057754170117367 
75 1.1843476250718663 -1.1843476250718663 0.0 0.0 0.5 34435.37492940134 149.1844616534311 0.2334384893348089 1493.7967999629404 0.0 0.2881144481362066 
76 1.6187546458235562 -1.6187546458235562 0.0 0.0 0.5 13296.050623340421 121.31733955731535 0.24401143047210963 1580.2640182868322 0.0 0.285644747586774 
77 0.8028945350054129 -0.8028945350054129 0.0 0.0 0.5 14653.524980922994 146.49625954795545 0.24494047985913503 1540.0513870529041 0.0 0.28702138581200304 
78 0.9358926026349432 -0.9358926026349432 0.0 0.0 0.5 23278.374535069684 135.10188154938524 0.23546143482799722 1522.6752466193946 0.0 0.2872590560948548 
79 1.6468707012879507 -1.6468707012879507 0.0 0.0 0.5 34513.04594130495 146.39782461152345 0.2319109245654728 1445.2038778500576 0.0 0.28930905350556113 
80 1.7069920858588408 -1.7069920858588408 0.0 0.0 0.5 31254.76814048221 133.33358325217856 0.2309120978991648 1421.5812069730305 0.0 0.29033484686505356 
81 1.4977411068132722 -1.4977411068132722 0.0 0.0 0.5 20220.698947112534 137.04355514917773 0.23851641464510281 1539.475162043374 0.0 0.2864360609731239 
82 1.4490163594174859 -1.4490163594174859 0.0 0.0 0.5 27799.264543715508 140.6101351935407 0.2297696606106689 1421.7843649445242 0.0 0.29182049445476316 
83 1.5082046791902024 -1.5082046791902024 0.0 0.0 0.5 34672.396881520035 150.1579576718692 0.23098526020162746 1431.6398499902077 0.0 0.29052832874498763 
84 2.4037475604593594 -2.4037475604593594 0.0 0.0 0.5 42925.32607442878 118.45280708692759 0.2249719239754051 1509.58903528566 0.0 0.2861818767163866 
85 0.9415571695240674 -0.9415571695240674 0.0 0.0 0.5 34885.96857579355 138.43230581075125 0.22797883003271022 1488.2110125621095 0.0 0.2884959432588062 
86 1.1400563186044064 -1.1400563186044064 0.0 0.0 0.5 34838.13420349779 145.8700260630921 0.2281002368143714 1469.119041587487 0.0 0.29013619182799677 
87 0.974539796300881 -0.974539796300881 0.0 0.0 0.5 23806.626221439263 141.7222949353901 0.24114961113724415 1554.7454339183898 0.0 0.2858788754667897 
88 1.6495049939519753 -1.6495049939519753 0.0 0.0 0.5 40745.197513476836 130.0671659986452 0.2229331133804807 1445.1681482450697 0.0 0.2896849882228721 
89 1.2279526727644263 -1.2279526727644263 0.0 0.0 0.5 13173.633788915102 133.30790475382847 0.24573869514965221 1454.1983433395526 0.0 0.2885022181185386 
90 1.6110605896635506 -1.6110605896635506 0.0 0.0 0.5 39974.527453902294 121.25174956801501 0.22667655701883918 1508.225033654288 0.0 0.286888350637795 
91 1.452709748169887 -1.452709748169887 0.0 0.0 0.5 28005.140980819928 140.00424545012493 0.23551975972651354 1440.4970134186349 0.0 0.28929381781854985 
92 1.8733190644320865 -1.8733190644320865 0.0 0.0 0.5 19549.23500070715 130.5212566469753 0.23743856120385556 1539.525650522988 0.0 0.28699786907644753 
93 0.5366375893519875 -0.5366375893519875 0.0 0.0 0.5 50460.463850576736 166.24896809289362 0.22270902217614022 1292.0988029487066 0.0 0.29537998241192864 
94 1.0541069102456617 -1.0541069102456617 0.0 0.0 0.5 18974.963685590417 140.18050205721826 0.23663952979437022 1542.1659890974336 0.0 0.2874548571256016 
95 1.4506729946585724 -1.4506729946585724 0.0 0.0 0.5 32892.67290571522 129.11826219325334 0.23193569502646919 1463.1995280543692 0.0 0.28857035953835697 
96 1.4769623632466164 -1.4769623632466164 0.0 0.0 0.5 27133.18968866154 133.65249581034925 0.23086958446948952 1469.2290915895771 0.0 0.28959593195527633 
97 1.2942705698853598 -1.2942705698853598 0.0 0.0 0.5 16826.08519135362 114.55390500827623 0.23310322858509375 1550.7943833052889 0.0 0.28717233025961 
98 1.4105461685431475 -1.4105461685431475 0.0 0.0 0.5 27028.432297443163 135.58273372400984 0.23819327322775793 1474.995419837419 0.0 0.2871940550859232 
